Nomer elektrolizera,,,min,max
3.0,Kol-vo doz APG v nedopitke,Kol-vo doz APG v nedopitke_0,9.0,790.9653039296522
3.0,Kol-vo doz APG v nedopitke,Kol-vo doz APG v nedopitke_1,790.9653039296522,1461.7722313478644
3.0,Kol-vo doz APG v nedopitke,Kol-vo doz APG v nedopitke_2,1461.7722313478644,2026.0
3.0,Kol-vo doz APG v nominale,Kol-vo doz APG v nominale_0,23.0,2170.3056724678468
3.0,Kol-vo doz APG v nominale,Kol-vo doz APG v nominale_1,2170.3056724678468,4049.2296435172834
3.0,Kol-vo doz APG v nominale,Kol-vo doz APG v nominale_2,4049.2296435172834,7041.0
3.0,Kol-vo doz APG v perepitke,Kol-vo doz APG v perepitke_0,94.0,2087.5391445726923
3.0,Kol-vo doz APG v perepitke,Kol-vo doz APG v perepitke_1,2087.5391445726923,3456.932108961709
3.0,Kol-vo doz APG v perepitke,Kol-vo doz APG v perepitke_2,3456.932108961709,5043.0
3.0,Kol-vo doz APG v teste,Kol-vo doz APG v teste_0,0.0,-23.224402911143176
3.0,Kol-vo doz APG v teste,Kol-vo doz APG v teste_1,-23.224402911143176,70.01699107611628
3.0,Kol-vo doz APG v teste,Kol-vo doz APG v teste_2,70.01699107611628,433.0
3.0,Kol-vo nedopitok,Kol-vo nedopitok_0,0.0,11.928946754566212
3.0,Kol-vo nedopitok,Kol-vo nedopitok_1,11.928946754566212,19.39031930047966
3.0,Kol-vo nedopitok,Kol-vo nedopitok_2,19.39031930047966,30.0
3.0,Kol-vo perepitok,Kol-vo perepitok_0,0.0,11.055277474179826
3.0,Kol-vo perepitok,Kol-vo perepitok_1,11.055277474179826,18.21811702123302
3.0,Kol-vo perepitok,Kol-vo perepitok_2,18.21811702123302,24.0
3.0,Kol-vo testov,Kol-vo testov_0,0.0,-0.28580553635908035
3.0,Kol-vo testov,Kol-vo testov_1,-0.28580553635908035,2.96837434369853
3.0,Kol-vo testov,Kol-vo testov_2,2.96837434369853,10.0
3.0,Metall kovshei: Fe,Metall kovshei: Fe_0,0.0302,0.04712952302604666
3.0,Metall kovshei: Fe,Metall kovshei: Fe_1,0.04712952302604666,0.09620874479178652
3.0,Metall kovshei: Fe,Metall kovshei: Fe_2,0.09620874479178652,0.4399
3.0,Metall kovshei: Si,Metall kovshei: Si_0,0.0295,0.02285189558382335
3.0,Metall kovshei: Si,Metall kovshei: Si_1,0.02285189558382335,0.07565081454656981
3.0,Metall kovshei: Si,Metall kovshei: Si_2,0.07565081454656981,0.2637
3.0,Metall: uroven,Metall: uroven_0,0.0,16.764631218979
3.0,Metall: uroven,Metall: uroven_1,16.764631218979,21.03163046326399
3.0,Metall: uroven,Metall: uroven_2,21.03163046326399,26.0
3.0,Metall: uroven (rasch.),Metall: uroven (rasch.)_0,0.0,16.76816635578124
3.0,Metall: uroven (rasch.),Metall: uroven (rasch.)_1,16.76816635578124,21.031833644218757
3.0,Metall: uroven (rasch.),Metall: uroven (rasch.)_2,21.031833644218757,26.0
3.0,Napr. el-ra,Napr. el-ra_0,2.331,3.357287661692898
3.0,Napr. el-ra,Napr. el-ra_1,3.357287661692898,4.36876799693419
3.0,Napr. el-ra,Napr. el-ra_2,4.36876799693419,18.318
3.0,Napr. oshin.,Napr. oshin._0,0.039000595,0.4892883789027329
3.0,Napr. oshin.,Napr. oshin._1,0.4892883789027329,0.8397721847871713
3.0,Napr. oshin.,Napr. oshin._2,0.8397721847871713,0.993667689
3.0,Napr. priv.,Napr. priv._0,0.056,3.380513722554622
3.0,Napr. priv.,Napr. priv._1,3.380513722554622,4.242879101732409
3.0,Napr. priv.,Napr. priv._2,4.242879101732409,6.891000000000001
3.0,Napr. zad.,Napr. zad._0,3.627,3.6497083235009264
3.0,Napr. zad.,Napr. zad._1,3.6497083235009264,3.9511265388843877
3.0,Napr. zad.,Napr. zad._2,3.9511265388843877,4.801
3.0,Obr. EDS,Obr. EDS_0,1.026,1.4499235611902979
3.0,Obr. EDS,Obr. EDS_1,1.4499235611902979,1.855854420461085
3.0,Obr. EDS,Obr. EDS_2,1.855854420461085,2.279
3.0,RMPR: dlit. MAINA,RMPR: dlit. MAINA_0,1.0,4.058381478520245
3.0,RMPR: dlit. MAINA,RMPR: dlit. MAINA_1,4.058381478520245,28.79580478676668
3.0,RMPR: dlit. MAINA,RMPR: dlit. MAINA_2,28.79580478676668,111.0
3.0,RMPR: dlit. VIRA,RMPR: dlit. VIRA_0,1.0,9.752253375007198
3.0,RMPR: dlit. VIRA,RMPR: dlit. VIRA_1,9.752253375007198,31.63092419508626
3.0,RMPR: dlit. VIRA,RMPR: dlit. VIRA_2,31.63092419508626,129.0
3.0,RMPR: koeff.,RMPR: koeff._0,20.1,25.398238649317847
3.0,RMPR: koeff.,RMPR: koeff._1,25.398238649317847,36.93776881336872
3.0,RMPR: koeff.,RMPR: koeff._2,36.93776881336872,53.2
3.0,RMPR: kol-vo MAINA,RMPR: kol-vo MAINA_0,0.0,2.2778740981698
3.0,RMPR: kol-vo MAINA,RMPR: kol-vo MAINA_1,2.2778740981698,12.18818094770176
3.0,RMPR: kol-vo MAINA,RMPR: kol-vo MAINA_2,12.18818094770176,46.0
3.0,RMPR: kol-vo VIRA,RMPR: kol-vo VIRA_0,0.0,6.6523578965042605
3.0,RMPR: kol-vo VIRA,RMPR: kol-vo VIRA_1,6.6523578965042605,17.63388063560583
3.0,RMPR: kol-vo VIRA,RMPR: kol-vo VIRA_2,17.63388063560583,59.0
3.0,RMPR: vremia v ruch.rezh.,RMPR: vremia v ruch.rezh._0,0.0,-2.4375017963917887
3.0,RMPR: vremia v ruch.rezh.,RMPR: vremia v ruch.rezh._1,-2.4375017963917887,4.03658436519914
3.0,RMPR: vremia v ruch.rezh.,RMPR: vremia v ruch.rezh._2,4.03658436519914,24.0
3.0,RMPR: vremia zapreta,RMPR: vremia zapreta_0,0.0,-2.2210127073760857
3.0,RMPR: vremia zapreta,RMPR: vremia zapreta_1,-2.2210127073760857,2.9355081202201223
3.0,RMPR: vremia zapreta,RMPR: vremia zapreta_2,2.9355081202201223,24.0
3.0,Shum,Shum_0,0.003,-0.028020431034915874
3.0,Shum,Shum_1,-0.028020431034915874,0.060861950960773084
3.0,Shum,Shum_2,0.060861950960773084,1.093
3.0,Tsel. KO,Tsel. KO_0,2.25,2.257311665252924
3.0,Tsel. KO,Tsel. KO_1,2.257311665252924,2.3859069393982115
3.0,Tsel. KO,Tsel. KO_2,2.3859069393982115,2.7000000000000006
3.0,Tsel. napr. el-ra,Tsel. napr. el-ra_0,3.65,3.5538986355269016
3.0,Tsel. napr. el-ra,Tsel. napr. el-ra_1,3.5538986355269016,3.991217643542778
3.0,Tsel. napr. el-ra,Tsel. napr. el-ra_2,3.991217643542778,6.7
3.0,Tsel. temp. el-ta,Tsel. temp. el-ta_0,962.0,957.9054900517298
3.0,Tsel. temp. el-ta,Tsel. temp. el-ta_1,957.9054900517298,968.420091343619
3.0,Tsel. temp. el-ta,Tsel. temp. el-ta_2,968.420091343619,1000.0
3.0,Upravlenie: temp-ra el-ta,Upravlenie: temp-ra el-ta_0,933.0,948.7627128044364
3.0,Upravlenie: temp-ra el-ta,Upravlenie: temp-ra el-ta_1,948.7627128044364,967.9253173557897
3.0,Upravlenie: temp-ra el-ta,Upravlenie: temp-ra el-ta_2,967.9253173557897,999.0
3.0,Upravlenie: temp-ra likv.,Upravlenie: temp-ra likv._0,903.0,941.4772367194498
3.0,Upravlenie: temp-ra likv.,Upravlenie: temp-ra likv._1,941.4772367194498,961.0274891784709
3.0,Upravlenie: temp-ra likv.,Upravlenie: temp-ra likv._2,961.0274891784709,995.0
3.0,Upravlenie: temp-ra peregreva,Upravlenie: temp-ra peregreva_0,-2.0,-0.14448122099665373
3.0,Upravlenie: temp-ra peregreva,Upravlenie: temp-ra peregreva_1,-0.14448122099665373,14.223876306062817
3.0,Upravlenie: temp-ra peregreva,Upravlenie: temp-ra peregreva_2,14.223876306062817,73.0
3.0,Ustavka APG,Ustavka APG_0,1.1,0.9642418509415019
3.0,Ustavka APG,Ustavka APG_1,0.9642418509415019,1.6542902591502253
3.0,Ustavka APG,Ustavka APG_2,1.6542902591502253,5.0
3.0,Vremia APG v ruch.rezh.,Vremia APG v ruch.rezh._0,0.0,-1.915932248958783
3.0,Vremia APG v ruch.rezh.,Vremia APG v ruch.rezh._1,-1.915932248958783,2.4204152136927974
3.0,Vremia APG v ruch.rezh.,Vremia APG v ruch.rezh._2,2.4204152136927974,24.0
3.0,Vremia na golod.,Vremia na golod._0,0.0,-6.427242019033728
3.0,Vremia na golod.,Vremia na golod._1,-6.427242019033728,20.4152874464097
3.0,Vremia na golod.,Vremia na golod._2,20.4152874464097,173.0
3.0,Vremia otkl. APG,Vremia otkl. APG_0,0.0,-2.2887796192267382
3.0,Vremia otkl. APG,Vremia otkl. APG_1,-2.2887796192267382,2.9430533789398323
3.0,Vremia otkl. APG,Vremia otkl. APG_2,2.9430533789398323,24.0
3.0,Vremia pitaniia po bazovoi ustavke,Vremia pitaniia po bazovoi ustavke_0,0.2,7.207305923011422
3.0,Vremia pitaniia po bazovoi ustavke,Vremia pitaniia po bazovoi ustavke_1,7.207305923011422,12.699943147620555
3.0,Vremia pitaniia po bazovoi ustavke,Vremia pitaniia po bazovoi ustavke_2,12.699943147620555,24.0
3.0,Vremia v nedopitke,Vremia v nedopitke_0,0.1,4.889467213257915
3.0,Vremia v nedopitke,Vremia v nedopitke_1,4.889467213257915,8.1504198986894
3.0,Vremia v nedopitke,Vremia v nedopitke_2,8.1504198986894,11.1
3.0,Vremia v perepitke,Vremia v perepitke_0,0.2,5.1848046153923475
3.0,Vremia v perepitke,Vremia v perepitke_1,5.1848046153923475,8.071180304494566
3.0,Vremia v perepitke,Vremia v perepitke_2,8.071180304494566,10.7
3.0,Vremia v teste,Vremia v teste_0,0.0,-0.25345075179086995
3.0,Vremia v teste,Vremia v teste_1,-0.25345075179086995,1.0791388251853666
3.0,Vremia v teste,Vremia v teste_2,1.0791388251853666,7.099999999999999
3.0,Vremia zapreta APG,Vremia zapreta APG_0,0.0,-2.5458862257950488
3.0,Vremia zapreta APG,Vremia zapreta APG_1,-2.5458862257950488,3.3425834735014712
3.0,Vremia zapreta APG,Vremia zapreta APG_2,3.3425834735014712,24.0
3.0,Vylivka: L/O,Vylivka: L/O_0,1180.0,3378.326236155449
3.0,Vylivka: L/O,Vylivka: L/O_1,3378.326236155449,4762.677551723339
3.0,Vylivka: L/O,Vylivka: L/O_2,4762.677551723339,20240.0
3.0,Vylivka: zadanie,Vylivka: zadanie_0,1990.0,3566.584965858959
3.0,Vylivka: zadanie,Vylivka: zadanie_1,3566.584965858959,4461.528778216871
3.0,Vylivka: zadanie,Vylivka: zadanie_2,4461.528778216871,10115.0
4.0,APG,APG_0,18540.6,43738.16086925558
4.0,APG,APG_1,43738.16086925558,50044.73222405821
4.0,APG,APG_2,50044.73222405821,66458.7
4.0,AlF3: kol-vo doz v avt.rezh.,AlF3: kol-vo doz v avt.rezh._0,0.0,41.66957388377111
4.0,AlF3: kol-vo doz v avt.rezh.,AlF3: kol-vo doz v avt.rezh._1,41.66957388377111,124.66106535208488
4.0,AlF3: kol-vo doz v avt.rezh.,AlF3: kol-vo doz v avt.rezh._2,124.66106535208488,292.0
4.0,AlF3: ustavka pitaniia,AlF3: ustavka pitaniia_0,5.0,-51.237947360548105
4.0,AlF3: ustavka pitaniia,AlF3: ustavka pitaniia_1,-51.237947360548105,198.64852781609483
4.0,AlF3: ustavka pitaniia,AlF3: ustavka pitaniia_2,198.64852781609483,480.0
4.0,AlF3: ves dozy,AlF3: ves dozy_0,0.69,0.7248426668532285
4.0,AlF3: ves dozy,AlF3: ves dozy_1,0.7248426668532285,0.7870015653290091
4.0,AlF3: ves dozy,AlF3: ves dozy_2,0.7870015653290091,0.8
4.0,Cr. dobavka po shumam,Cr. dobavka po shumam_0,0.0,-0.006681800516384064
4.0,Cr. dobavka po shumam,Cr. dobavka po shumam_1,-0.006681800516384064,0.018071954814694098
4.0,Cr. dobavka po shumam,Cr. dobavka po shumam_2,0.018071954814694098,0.125
4.0,Cr. dobavka pri zamene,Cr. dobavka pri zamene_0,0.0,0.020481845526895866
4.0,Cr. dobavka pri zamene,Cr. dobavka pri zamene_1,0.020481845526895866,0.04670845572218516
4.0,Cr. dobavka pri zamene,Cr. dobavka pri zamene_2,0.04670845572218516,0.085
4.0,Cr. vremennaia dobavka,Cr. vremennaia dobavka_0,0.0,-0.0032160552481683923
4.0,Cr. vremennaia dobavka,Cr. vremennaia dobavka_1,-0.0032160552481683923,0.004083064799968539
4.0,Cr. vremennaia dobavka,Cr. vremennaia dobavka_2,0.004083064799968539,0.063
4.0,Dlit. shuma,Dlit. shuma_0,0.0,-0.7570711091449227
4.0,Dlit. shuma,Dlit. shuma_1,-0.7570711091449227,3.2278421790791727
4.0,Dlit. shuma,Dlit. shuma_2,3.2278421790791727,16.6
4.0,Dlitelnost vylivki,Dlitelnost vylivki_0,4.0,18.979630169350724
4.0,Dlitelnost vylivki,Dlitelnost vylivki_1,18.979630169350724,28.49489454547817
4.0,Dlitelnost vylivki,Dlitelnost vylivki_2,28.49489454547817,42.0
4.0,Dob. napr.,Dob. napr._0,0.0,0.009528591382361583
4.0,Dob. napr.,Dob. napr._1,0.009528591382361583,0.05535006970550393
4.0,Dob. napr.,Dob. napr._2,0.05535006970550393,0.174
4.0,Dobavka k ust. po T elektrolita,Dobavka k ust. po T elektrolita_0,-0.07200000000000001,-0.009179806962188316
4.0,Dobavka k ust. po T elektrolita,Dobavka k ust. po T elektrolita_1,-0.009179806962188316,0.037642701892386624
4.0,Dobavka k ust. po T elektrolita,Dobavka k ust. po T elektrolita_2,0.037642701892386624,0.099
4.0,Doza glinozema,Doza glinozema_0,6.0,6.211406231499566
4.0,Doza glinozema,Doza glinozema_1,6.211406231499566,7.759732636979772
4.0,Doza glinozema,Doza glinozema_2,7.759732636979772,9.8
4.0,El-lit: CaF2,El-lit: CaF2_0,4.31,5.260336057816997
4.0,El-lit: CaF2,El-lit: CaF2_1,5.260336057816997,5.761413294643643
4.0,El-lit: CaF2,El-lit: CaF2_2,5.761413294643643,6.22
4.0,El-lit: KO,El-lit: KO_0,2.06,2.247026472056572
4.0,El-lit: KO,El-lit: KO_1,2.247026472056572,2.4118298738290744
4.0,El-lit: KO,El-lit: KO_2,2.4118298738290744,2.7
4.0,El-lit: MgF2,El-lit: MgF2_0,0.23,0.5581330001565397
4.0,El-lit: MgF2,El-lit: MgF2_1,0.5581330001565397,0.7332238438362864
4.0,El-lit: MgF2,El-lit: MgF2_2,0.7332238438362864,1.25
4.0,El-lit: temp-ra,El-lit: temp-ra_0,923.0,949.4631181243191
4.0,El-lit: temp-ra,El-lit: temp-ra_1,949.4631181243191,967.4522831771993
4.0,El-lit: temp-ra,El-lit: temp-ra_2,967.4522831771993,999.0
4.0,El-t: uroven (fakt),El-t: uroven (fakt)_0,9.0,14.276049476313672
4.0,El-t: uroven (fakt),El-t: uroven (fakt)_1,14.276049476313672,19.318740682875905
4.0,El-t: uroven (fakt),El-t: uroven (fakt)_2,19.318740682875905,29.0
4.0,Int. mezhdu vyl. i zam. anoda,Int. mezhdu vyl. i zam. anoda_0,1.4,5.522376427449101
4.0,Int. mezhdu vyl. i zam. anoda,Int. mezhdu vyl. i zam. anoda_1,5.522376427449101,10.24004885009149
4.0,Int. mezhdu vyl. i zam. anoda,Int. mezhdu vyl. i zam. anoda_2,10.24004885009149,32.7
4.0,Int. mezhdu zam. i vyl.,Int. mezhdu zam. i vyl._0,0.3,1.554711316998702
4.0,Int. mezhdu zam. i vyl.,Int. mezhdu zam. i vyl._1,1.554711316998702,4.7666958686300385
4.0,Int. mezhdu zam. i vyl.,Int. mezhdu zam. i vyl._2,4.7666958686300385,16.2
4.0,Int. mezhdu zam. i zas. anoda,Int. mezhdu zam. i zas. anoda_0,0.4,2.3952016111009913
4.0,Int. mezhdu zam. i zas. anoda,Int. mezhdu zam. i zas. anoda_1,2.3952016111009913,7.127356115364376
4.0,Int. mezhdu zam. i zas. anoda,Int. mezhdu zam. i zas. anoda_2,7.127356115364376,23.2
4.0,Kol-vo doz APG v avt.rezh.,Kol-vo doz APG v avt.rezh._0,2377.0,5911.095232773267
4.0,Kol-vo doz APG v avt.rezh.,Kol-vo doz APG v avt.rezh._1,5911.095232773267,7684.490366051126
4.0,Kol-vo doz APG v avt.rezh.,Kol-vo doz APG v avt.rezh._2,7684.490366051126,10549.0
4.0,Kol-vo doz APG v nedopitke,Kol-vo doz APG v nedopitke_0,41.0,763.4292249423031
4.0,Kol-vo doz APG v nedopitke,Kol-vo doz APG v nedopitke_1,763.4292249423031,1408.745775057697
4.0,Kol-vo doz APG v nedopitke,Kol-vo doz APG v nedopitke_2,1408.745775057697,1964.0
4.0,Kol-vo doz APG v nominale,Kol-vo doz APG v nominale_0,1145.0,2333.936423342159
4.0,Kol-vo doz APG v nominale,Kol-vo doz APG v nominale_1,2333.936423342159,3911.843150500604
4.0,Kol-vo doz APG v nominale,Kol-vo doz APG v nominale_2,3911.843150500604,6189.0
4.0,Kol-vo doz APG v perepitke,Kol-vo doz APG v perepitke_0,65.0,1936.843949712031
4.0,Kol-vo doz APG v perepitke,Kol-vo doz APG v perepitke_1,1936.843949712031,3128.428109111499
4.0,Kol-vo doz APG v perepitke,Kol-vo doz APG v perepitke_2,3128.428109111499,3928.0
4.0,Kol-vo doz APG v teste,Kol-vo doz APG v teste_0,0.0,-23.344590173693774
4.0,Kol-vo doz APG v teste,Kol-vo doz APG v teste_1,-23.344590173693774,98.00209166801535
4.0,Kol-vo doz APG v teste,Kol-vo doz APG v teste_2,98.00209166801535,482.0
4.0,Kol-vo nedopitok,Kol-vo nedopitok_0,0.0,12.559912766952502
4.0,Kol-vo nedopitok,Kol-vo nedopitok_1,12.559912766952502,17.629653728271595
4.0,Kol-vo nedopitok,Kol-vo nedopitok_2,17.629653728271595,23.0
4.0,Kol-vo perepitok,Kol-vo perepitok_0,0.0,11.759435821998553
4.0,Kol-vo perepitok,Kol-vo perepitok_1,11.759435821998553,17.373554626201297
4.0,Kol-vo perepitok,Kol-vo perepitok_2,17.373554626201297,24.0
4.0,Kol-vo testov,Kol-vo testov_0,0.0,-0.11636194608239592
4.0,Kol-vo testov,Kol-vo testov_1,-0.11636194608239592,3.4256933200721096
4.0,Kol-vo testov,Kol-vo testov_2,3.4256933200721096,10.0
4.0,Metall kovshei: Fe,Metall kovshei: Fe_0,0.0261,0.039076733490531576
4.0,Metall kovshei: Fe,Metall kovshei: Fe_1,0.039076733490531576,0.09051751429707904
4.0,Metall kovshei: Fe,Metall kovshei: Fe_2,0.09051751429707904,0.3436
4.0,Metall kovshei: Si,Metall kovshei: Si_0,0.0292,0.025083920253667225
4.0,Metall kovshei: Si,Metall kovshei: Si_1,0.025083920253667225,0.06774683195872216
4.0,Metall kovshei: Si,Metall kovshei: Si_2,0.06774683195872216,0.3087
4.0,Metall: uroven,Metall: uroven_0,7.0,15.122276322944321
4.0,Metall: uroven,Metall: uroven_1,15.122276322944321,19.95442411120908
4.0,Metall: uroven,Metall: uroven_2,19.95442411120908,24.0
4.0,Metall: uroven (rasch.),Metall: uroven (rasch.)_0,7.0,15.088247730344346
4.0,Metall: uroven (rasch.),Metall: uroven (rasch.)_1,15.088247730344346,20.07238902797693
4.0,Metall: uroven (rasch.),Metall: uroven (rasch.)_2,20.07238902797693,30.0
4.0,Napr. el-ra,Napr. el-ra_0,3.437,3.716392587711713
4.0,Napr. el-ra,Napr. el-ra_1,3.716392587711713,3.871018139694609
4.0,Napr. el-ra,Napr. el-ra_2,3.871018139694609,4.834
4.0,Napr. oshin.,Napr. oshin._0,0.039000595,0.4892883789027329
4.0,Napr. oshin.,Napr. oshin._1,0.4892883789027329,0.8397721847871713
4.0,Napr. oshin.,Napr. oshin._2,0.8397721847871713,0.993667689
4.0,Napr. priv.,Napr. priv._0,3.478,3.7126595659481794
4.0,Napr. priv.,Napr. priv._1,3.7126595659481794,3.8705351438240507
4.0,Napr. priv.,Napr. priv._2,3.8705351438240507,4.84
4.0,Napr. zad.,Napr. zad._0,3.629,3.6719069508371738
4.0,Napr. zad.,Napr. zad._1,3.6719069508371738,3.813671300448641
4.0,Napr. zad.,Napr. zad._2,3.813671300448641,4.72
4.0,Obr. EDS,Obr. EDS_0,1.001,1.438391660739364
4.0,Obr. EDS,Obr. EDS_1,1.438391660739364,1.8737185523392605
4.0,Obr. EDS,Obr. EDS_2,1.8737185523392605,2.274
4.0,RMPR: dlit. MAINA,RMPR: dlit. MAINA_0,1.0,5.377129485484195
4.0,RMPR: dlit. MAINA,RMPR: dlit. MAINA_1,5.377129485484195,26.506092983104125
4.0,RMPR: dlit. MAINA,RMPR: dlit. MAINA_2,26.506092983104125,73.0
4.0,RMPR: dlit. VIRA,RMPR: dlit. VIRA_0,2.0,11.817350453926041
4.0,RMPR: dlit. VIRA,RMPR: dlit. VIRA_1,11.817350453926041,33.26126820882194
4.0,RMPR: dlit. VIRA,RMPR: dlit. VIRA_2,33.26126820882194,82.0
4.0,RMPR: koeff.,RMPR: koeff._0,22.2,27.14768479993962
4.0,RMPR: koeff.,RMPR: koeff._1,27.14768479993962,37.82042688264681
4.0,RMPR: koeff.,RMPR: koeff._2,37.82042688264681,56.7
4.0,RMPR: kol-vo MAINA,RMPR: kol-vo MAINA_0,0.0,3.0574249862400578
4.0,RMPR: kol-vo MAINA,RMPR: kol-vo MAINA_1,3.0574249862400578,11.866895366441794
4.0,RMPR: kol-vo MAINA,RMPR: kol-vo MAINA_2,11.866895366441794,29.0
4.0,RMPR: kol-vo VIRA,RMPR: kol-vo VIRA_0,2.0,8.100686176080254
4.0,RMPR: kol-vo VIRA,RMPR: kol-vo VIRA_1,8.100686176080254,18.30783696866626
4.0,RMPR: kol-vo VIRA,RMPR: kol-vo VIRA_2,18.30783696866626,38.0
4.0,RMPR: vremia v ruch.rezh.,RMPR: vremia v ruch.rezh._0,0.0,-0.4659567437926137
4.0,RMPR: vremia v ruch.rezh.,RMPR: vremia v ruch.rezh._1,-0.4659567437926137,0.980872247099007
4.0,RMPR: vremia v ruch.rezh.,RMPR: vremia v ruch.rezh._2,0.980872247099007,15.0
4.0,RMPR: vremia zapreta,RMPR: vremia zapreta_0,0.0,-0.2082459730837544
4.0,RMPR: vremia zapreta,RMPR: vremia zapreta_1,-0.2082459730837544,0.28172135882952953
4.0,RMPR: vremia zapreta,RMPR: vremia zapreta_2,0.28172135882952953,3.9
4.0,Shum,Shum_0,0.006,0.0065241551521879205
4.0,Shum,Shum_1,0.0065241551521879205,0.018864529638407082
4.0,Shum,Shum_2,0.018864529638407082,0.075
4.0,Tsel. KO,Tsel. KO_0,2.25,2.2598133056198972
4.0,Tsel. KO,Tsel. KO_1,2.2598133056198972,2.3470842412776762
4.0,Tsel. KO,Tsel. KO_2,2.3470842412776762,2.7000000000000006
4.0,Tsel. napr. el-ra,Tsel. napr. el-ra_0,3.65,3.630885789161898
4.0,Tsel. napr. el-ra,Tsel. napr. el-ra_1,3.630885789161898,3.8189625862891954
4.0,Tsel. napr. el-ra,Tsel. napr. el-ra_2,3.8189625862891954,5.97
4.0,Tsel. temp. el-ta,Tsel. temp. el-ta_0,962.0,959.2894921823364
4.0,Tsel. temp. el-ta,Tsel. temp. el-ta_1,959.2894921823364,965.5373476445035
4.0,Tsel. temp. el-ta,Tsel. temp. el-ta_2,965.5373476445035,1000.0
4.0,Upravlenie: temp-ra el-ta,Upravlenie: temp-ra el-ta_0,923.0,949.5847953861011
4.0,Upravlenie: temp-ra el-ta,Upravlenie: temp-ra el-ta_1,949.5847953861011,966.7084597458637
4.0,Upravlenie: temp-ra el-ta,Upravlenie: temp-ra el-ta_2,966.7084597458637,999.0
4.0,Upravlenie: temp-ra likv.,Upravlenie: temp-ra likv._0,912.0,942.5561922188466
4.0,Upravlenie: temp-ra likv.,Upravlenie: temp-ra likv._1,942.5561922188466,960.6814095576152
4.0,Upravlenie: temp-ra likv.,Upravlenie: temp-ra likv._2,960.6814095576152,983.0
4.0,Upravlenie: temp-ra peregreva,Upravlenie: temp-ra peregreva_0,-1.0,0.43986185619464013
4.0,Upravlenie: temp-ra peregreva,Upravlenie: temp-ra peregreva_1,0.43986185619464013,12.440967159349402
4.0,Upravlenie: temp-ra peregreva,Upravlenie: temp-ra peregreva_2,12.440967159349402,45.0
4.0,Ustavka APG,Ustavka APG_0,1.1,1.0785038565788427
4.0,Ustavka APG,Ustavka APG_1,1.0785038565788427,1.6009965107981146
4.0,Ustavka APG,Ustavka APG_2,1.6009965107981146,7.4
4.0,Vremia APG v ruch.rezh.,Vremia APG v ruch.rezh._0,0.0,-0.23286074314766206
4.0,Vremia APG v ruch.rezh.,Vremia APG v ruch.rezh._1,-0.23286074314766206,0.33447461045190585
4.0,Vremia APG v ruch.rezh.,Vremia APG v ruch.rezh._2,0.33447461045190585,10.2
4.0,Vremia na golod.,Vremia na golod._0,0.0,-4.399929319231097
4.0,Vremia na golod.,Vremia na golod._1,-4.399929319231097,25.12079004846003
4.0,Vremia na golod.,Vremia na golod._2,25.12079004846003,165.0
4.0,Vremia otkl. APG,Vremia otkl. APG_0,0.0,-0.24512528563680547
4.0,Vremia otkl. APG,Vremia otkl. APG_1,-0.24512528563680547,0.3298832055411691
4.0,Vremia otkl. APG,Vremia otkl. APG_2,0.3298832055411691,10.5
4.0,Vremia pitaniia po bazovoi ustavke,Vremia pitaniia po bazovoi ustavke_0,4.7,8.043059494738815
4.0,Vremia pitaniia po bazovoi ustavke,Vremia pitaniia po bazovoi ustavke_1,8.043059494738815,12.707858947582979
4.0,Vremia pitaniia po bazovoi ustavke,Vremia pitaniia po bazovoi ustavke_2,12.707858947582979,24.0
4.0,Vremia v nedopitke,Vremia v nedopitke_0,0.4,4.518362021302727
4.0,Vremia v nedopitke,Vremia v nedopitke_1,4.518362021302727,7.809137978697271
4.0,Vremia v nedopitke,Vremia v nedopitke_2,7.809137978697271,10.3
4.0,Vremia v perepitke,Vremia v perepitke_0,0.1,4.950899771016411
4.0,Vremia v perepitke,Vremia v perepitke_1,4.950899771016411,7.886011993689488
4.0,Vremia v perepitke,Vremia v perepitke_2,7.886011993689488,10.4
4.0,Vremia v teste,Vremia v teste_0,0.0,-0.21126954617633287
4.0,Vremia v teste,Vremia v teste_1,-0.21126954617633287,1.2162658724070465
4.0,Vremia v teste,Vremia v teste_2,1.2162658724070465,5.8
4.0,Vremia zapreta APG,Vremia zapreta APG_0,0.0,-0.012117272252700482
4.0,Vremia zapreta APG,Vremia zapreta APG_1,-0.012117272252700482,0.013292878424632884
4.0,Vremia zapreta APG,Vremia zapreta APG_2,0.013292878424632884,0.4
4.0,Vylivka: L/O,Vylivka: L/O_0,780.0,3489.4376403892957
4.0,Vylivka: L/O,Vylivka: L/O_1,3489.4376403892957,4565.627861794111
4.0,Vylivka: L/O,Vylivka: L/O_2,4565.627861794111,8360.0
4.0,Vylivka: zadanie,Vylivka: zadanie_0,1000.0,3570.328636062409
4.0,Vylivka: zadanie,Vylivka: zadanie_1,3570.328636062409,4384.457130095906
4.0,Vylivka: zadanie,Vylivka: zadanie_2,4384.457130095906,5400.0
5.0,APG,APG_0,23011.5,43759.5112283818
5.0,APG,APG_1,43759.5112283818,49612.51714781216
5.0,APG,APG_2,49612.51714781216,64702.0
5.0,AlF3: kol-vo doz v avt.rezh.,AlF3: kol-vo doz v avt.rezh._0,0.0,43.50423254516369
5.0,AlF3: kol-vo doz v avt.rezh.,AlF3: kol-vo doz v avt.rezh._1,43.50423254516369,126.64271822632787
